pedido_id,cliente_id,sku_id,fecha,semana,anio,cajas_pedidas,monto_total
PED001061,CLI009,SKU004,2025-12-20,51,2025,2,40.0
PED001062,CLI009,SKU006,2025-12-20,51,2025,2,42.0
PED001063,CLI009,SKU001,2025-12-27,52,2025,6,111.0
PED001064,CLI009,SKU002,2025-12-27,52,2025,5,110.0
PED001065,CLI009,SKU003,2025-12-27,52,2025,5,122.5
PED001066,CLI009,SKU010,2025-12-27,52,2025,10,280.0
PED001067,CLI009,SKU005,2025-12-27,52,2025,2,35.0
PED001068,CLI009,SKU007,2025-12-27,52,2025,2,34.0
PED001069,CLI009,SKU001,2026-01-03,1,2026,8,148.0
PED001070,CLI009,SKU002,2026-01-03,1,2026,6,132.0
PED001071,CLI009,SKU003,2026-01-03,1,2026,10,245.0
PED001072,CLI009,SKU010,2026-01-03,1,2026,9,252.0
PED001073,CLI009,SKU007,2026-01-03,1,2026,1,17.0
PED001074,CLI009,SKU006,2026-01-03,1,2026,2,42.0
PED001075,CLI009,SKU001,2026-01-10,2,2026,9,166.5
PED001076,CLI009,SKU002,2026-01-10,2,2026,10,220.0
PED001077,CLI009,SKU003,2026-01-10,2,2026,7,171.5
PED001078,CLI009,SKU010,2026-01-10,2,2026,8,224.0
PED001079,CLI009,SKU008,2026-01-10,2,2026,1,17.0
PED001080,CLI009,SKU007,2026-01-10,2,2026,3,51.0
PED001081,CLI009,SKU001,2026-01-17,3,2026,6,111.0
PED001082,CLI009,SKU002,2026-01-17,3,2026,10,220.0
PED001083,CLI009,SKU003,2026-01-17,3,2026,8,196.0
PED001084,CLI009,SKU010,2026-01-17,3,2026,8,224.0
PED001085,CLI009,SKU007,2026-01-17,3,2026,2,34.0
PED001086,CLI009,SKU004,2026-01-17,3,2026,2,40.0
PED001087,CLI009,SKU001,2026-01-24,4,2026,6,111.0
PED001088,CLI009,SKU002,2026-01-24,4,2026,6,132.0
PED001089,CLI009,SKU003,2026-01-24,4,2026,6,147.0
PED001090,CLI009,SKU010,2026-01-24,4,2026,9,252.0
PED001091,CLI009,SKU007,2026-01-24,4,2026,2,34.0
PED001092,CLI009,SKU006,2026-01-24,4,2026,1,21.0
PED001093,CLI009,SKU001,2026-01-31,5,2026,10,185.0
PED001094,CLI009,SKU002,2026-01-31,5,2026,9,198.0
PED001095,CLI009,SKU003,2026-01-31,5,2026,10,245.0
PED001096,CLI009,SKU010,2026-01-31,5,2026,10,280.0
PED001097,CLI009,SKU004,2026-01-31,5,2026,1,20.0
PED001098,CLI009,SKU005,2026-01-31,5,2026,2,35.0
PED001099,CLI009,SKU001,2026-02-07,6,2026,9,166.5
PED001100,CLI009,SKU002,2026-02-07,6,2026,9,198.0
PED001101,CLI009,SKU003,2026-02-07,6,2026,6,147.0
PED001102,CLI009,SKU010,2026-02-07,6,2026,9,252.0
PED001103,CLI009,SKU009,2026-02-07,6,2026,2,24.0
PED001104,CLI009,SKU007,2026-02-07,6,2026,2,34.0
PED001105,CLI009,SKU001,2026-02-14,7,2026,8,148.0
PED001106,CLI009,SKU002,2026-02-14,7,2026,8,176.0
PED001107,CLI009,SKU003,2026-02-14,7,2026,8,196.0
PED001108,CLI009,SKU010,2026-02-14,7,2026,6,168.0
PED001109,CLI009,SKU007,2026-02-14,7,2026,2,34.0
PED001110,CLI009,SKU008,2026-02-14,7,2026,2,34.0
PED001111,CLI009,SKU001,2026-02-21,8,2026,6,111.0
PED001112,CLI009,SKU002,2026-02-21,8,2026,9,198.0
PED001113,CLI009,SKU003,2026-02-21,8,2026,10,245.0
PED001114,CLI009,SKU010,2026-02-21,8,2026,9,252.0
PED001115,CLI009,SKU004,2026-02-21,8,2026,2,40.0
PED001116,CLI009,SKU006,2026-02-21,8,2026,2,42.0
PED001117,CLI009,SKU001,2026-02-28,9,2026,8,148.0
PED001118,CLI009,SKU002,2026-02-28,9,2026,6,132.0
PED001119,CLI009,SKU003,2026-02-28,9,2026,7,171.5
PED001120,CLI009,SKU010,2026-02-28,9,2026,7,196.0
PED001121,CLI009,SKU004,2026-02-28,9,2026,2,40.0
PED001122,CLI009,SKU007,2026-02-28,9,2026,2,34.0
PED001123,CLI010,SKU001,2025-09-20,38,2025,1,18.5
PED001124,CLI010,SKU005,2025-09-20,38,2025,2,35.0
PED001125,CLI010,SKU009,2025-09-20,38,2025,2,24.0
PED001126,CLI010,SKU007,2025-09-20,38,2025,1,17.0
PED001127,CLI010,SKU008,2025-09-20,38,2025,1,17.0
PED001128,CLI010,SKU006,2025-09-20,38,2025,1,21.0
PED001129,CLI010,SKU001,2025-09-27,39,2025,2,37.0
PED001130,CLI010,SKU005,2025-09-27,39,2025,2,35.0
PED001131,CLI010,SKU009,2025-09-27,39,2025,2,24.0
PED001132,CLI010,SKU007,2025-09-27,39,2025,2,34.0
PED001133,CLI010,SKU003,2025-09-27,39,2025,1,24.5
PED001134,CLI010,SKU008,2025-09-27,39,2025,1,17.0
PED001135,CLI010,SKU001,2025-10-04,40,2025,2,37.0
PED001136,CLI010,SKU005,2025-10-04,40,2025,3,52.5
PED001137,CLI010,SKU009,2025-10-04,40,2025,2,24.0
PED001138,CLI010,SKU007,2025-10-04,40,2025,2,34.0
PED001139,CLI010,SKU006,2025-10-04,40,2025,1,21.0
PED001140,CLI010,SKU010,2025-10-04,40,2025,1,28.0
PED001141,CLI010,SKU001,2025-10-18,42,2025,2,37.0
PED001142,CLI010,SKU005,2025-10-18,42,2025,3,52.5
PED001143,CLI010,SKU009,2025-10-18,42,2025,2,24.0
PED001144,CLI010,SKU007,2025-10-18,42,2025,2,34.0
PED001145,CLI010,SKU008,2025-10-18,42,2025,1,17.0
PED001146,CLI010,SKU003,2025-10-18,42,2025,1,24.5
PED001147,CLI010,SKU001,2025-11-01,44,2025,2,37.0
PED001148,CLI010,SKU005,2025-11-01,44,2025,3,52.5
PED001149,CLI010,SKU009,2025-11-01,44,2025,3,36.0
PED001150,CLI010,SKU007,2025-11-01,44,2025,1,17.0
PED001151,CLI010,SKU010,2025-11-01,44,2025,1,28.0
PED001152,CLI010,SKU006,2025-11-01,44,2025,1,21.0
PED001153,CLI010,SKU001,2025-11-08,45,2025,2,37.0
PED001154,CLI010,SKU005,2025-11-08,45,2025,2,35.0
PED001155,CLI010,SKU009,2025-11-08,45,2025,2,24.0
PED001156,CLI010,SKU007,2025-11-08,45,2025,3,51.0
PED001157,CLI010,SKU010,2025-11-08,45,2025,1,28.0
PED001158,CLI010,SKU008,2025-11-08,45,2025,1,17.0
PED001159,CLI010,SKU001,2025-11-22,47,2025,1,18.5
PED001160,CLI010,SKU005,2025-11-22,47,2025,2,35.0
PED001161,CLI010,SKU009,2025-11-22,47,2025,2,24.0
PED001162,CLI010,SKU007,2025-11-22,47,2025,3,51.0
PED001163,CLI010,SKU004,2025-11-22,47,2025,1,20.0
PED001164,CLI010,SKU008,2025-11-22,47,2025,1,17.0
PED001165,CLI010,SKU001,2025-11-29,48,2025,2,37.0
PED001166,CLI010,SKU005,2025-11-29,48,2025,2,35.0
PED001167,CLI010,SKU009,2025-11-29,48,2025,3,36.0
PED001168,CLI010,SKU007,2025-11-29,48,2025,1,17.0
PED001169,CLI010,SKU006,2025-11-29,48,2025,1,21.0
PED001170,CLI010,SKU002,2025-11-29,48,2025,1,22.0
PED001171,CLI010,SKU001,2025-12-06,49,2025,3,55.5
PED001172,CLI010,SKU005,2025-12-06,49,2025,2,35.0
PED001173,CLI010,SKU009,2025-12-06,49,2025,2,24.0
PED001174,CLI010,SKU007,2025-12-06,49,2025,3,51.0
PED001175,CLI010,SKU002,2025-12-06,49,2025,1,22.0
PED001176,CLI010,SKU006,2025-12-06,49,2025,1,21.0
PED001177,CLI010,SKU001,2025-12-20,51,2025,2,37.0
PED001178,CLI010,SKU005,2025-12-20,51,2025,1,17.5
PED001179,CLI010,SKU009,2025-12-20,51,2025,2,24.0
PED001180,CLI010,SKU007,2025-12-20,51,2025,2,34.0
PED001181,CLI010,SKU003,2025-12-20,51,2025,1,24.5
PED001182,CLI010,SKU006,2025-12-20,51,2025,1,21.0
PED001183,CLI010,SKU001,2026-01-03,1,2026,2,37.0
PED001184,CLI010,SKU005,2026-01-03,1,2026,2,35.0
PED001185,CLI010,SKU009,2026-01-03,1,2026,1,12.0
PED001186,CLI010,SKU007,2026-01-03,1,2026,3,51.0
PED001187,CLI010,SKU010,2026-01-03,1,2026,1,28.0
PED001188,CLI010,SKU004,2026-01-03,1,2026,1,20.0
PED001189,CLI010,SKU001,2026-01-10,2,2026,3,55.5
PED001190,CLI010,SKU005,2026-01-10,2,2026,2,35.0
PED001191,CLI010,SKU009,2026-01-10,2,2026,3,36.0
PED001192,CLI010,SKU007,2026-01-10,2,2026,1,17.0
PED001193,CLI010,SKU006,2026-01-10,2,2026,1,21.0
PED001194,CLI010,SKU010,2026-01-10,2,2026,1,28.0
PED001195,CLI010,SKU001,2026-01-17,3,2026,2,37.0
PED001196,CLI010,SKU005,2026-01-17,3,2026,3,52.5
PED001197,CLI010,SKU009,2026-01-17,3,2026,2,24.0
PED001198,CLI010,SKU007,2026-01-17,3,2026,2,34.0
PED001199,CLI010,SKU008,2026-01-17,3,2026,1,17.0
PED001200,CLI010,SKU003,2026-01-17,3,2026,1,24.5
PED001201,CLI010,SKU001,2026-01-24,4,2026,2,37.0
PED001202,CLI010,SKU005,2026-01-24,4,2026,2,35.0
PED001203,CLI010,SKU009,2026-01-24,4,2026,2,24.0
PED001204,CLI010,SKU007,2026-01-24,4,2026,3,51.0
PED001205,CLI010,SKU008,2026-01-24,4,2026,1,17.0
PED001206,CLI010,SKU010,2026-01-24,4,2026,1,28.0
PED001207,CLI010,SKU001,2026-01-31,5,2026,2,37.0
PED001208,CLI010,SKU005,2026-01-31,5,2026,2,35.0
PED001209,CLI010,SKU009,2026-01-31,5,2026,2,24.0
PED001210,CLI010,SKU007,2026-01-31,5,2026,2,34.0
PED001211,CLI010,SKU003,2026-01-31,5,2026,1,24.5
PED001212,CLI010,SKU002,2026-01-31,5,2026,1,22.0
PED001213,CLI010,SKU001,2026-02-07,6,2026,2,37.0
PED001214,CLI010,SKU005,2026-02-07,6,2026,3,52.5
PED001215,CLI010,SKU009,2026-02-07,6,2026,2,24.0
PED001216,CLI010,SKU007,2026-02-07,6,2026,2,34.0
PED001217,CLI010,SKU006,2026-02-07,6,2026,1,21.0
PED001218,CLI010,SKU004,2026-02-07,6,2026,1,20.0
PED001219,CLI010,SKU001,2026-02-21,8,2026,3,55.5
PED001220,CLI010,SKU005,2026-02-21,8,2026,2,35.0
PED001221,CLI010,SKU009,2026-02-21,8,2026,3,36.0
PED001222,CLI010,SKU007,2026-02-21,8,2026,2,34.0
PED001223,CLI010,SKU002,2026-02-21,8,2026,1,22.0
PED001224,CLI010,SKU004,2026-02-21,8,2026,1,20.0
PED001225,CLI010,SKU001,2026-02-28,9,2026,2,37.0
PED001226,CLI010,SKU005,2026-02-28,9,2026,2,35.0
PED001227,CLI010,SKU009,2026-02-28,9,2026,3,36.0
PED001228,CLI010,SKU007,2026-02-28,9,2026,2,34.0
PED001229,CLI010,SKU008,2026-02-28,9,2026,1,17.0
PED001230,CLI010,SKU010,2026-02-28,9,2026,1,28.0
PED001231,CLI010,SKU001,2026-03-14,11,2026,3,55.5
PED001232,CLI010,SKU005,2026-03-14,11,2026,3,52.5
PED001233,CLI010,SKU009,2026-03-14,11,2026,3,36.0
PED001234,CLI010,SKU007,2026-03-14,11,2026,3,51.0
PED001235,CLI010,SKU003,2026-03-14,11,2026,1,24.5
PED001236,CLI010,SKU006,2026-03-14,11,2026,1,21.0
PED001237,CLI011,SKU001,2025-09-20,38,2025,2,37.0
PED001238,CLI011,SKU004,2025-09-20,38,2025,5,100.0
PED001239,CLI011,SKU005,2025-09-20,38,2025,4,70.0
PED001240,CLI011,SKU009,2025-09-20,38,2025,4,48.0
PED001241,CLI011,SKU006,2025-09-20,38,2025,1,21.0
PED001242,CLI011,SKU010,2025-09-20,38,2025,1,28.0
PED001243,CLI011,SKU001,2025-09-27,39,2025,3,55.5
PED001244,CLI011,SKU004,2025-09-27,39,2025,4,80.0
PED001245,CLI011,SKU005,2025-09-27,39,2025,3,52.5
PED001246,CLI011,SKU009,2025-09-27,39,2025,3,36.0
PED001247,CLI011,SKU008,2025-09-27,39,2025,1,17.0
PED001248,CLI011,SKU007,2025-09-27,39,2025,1,17.0
PED001249,CLI011,SKU001,2025-10-04,40,2025,4,74.0
PED001250,CLI011,SKU004,2025-10-04,40,2025,3,60.0
PED001251,CLI011,SKU005,2025-10-04,40,2025,4,70.0
PED001252,CLI011,SKU009,2025-10-04,40,2025,3,36.0
PED001253,CLI011,SKU006,2025-10-04,40,2025,1,21.0
PED001254,CLI011,SKU003,2025-10-04,40,2025,1,24.5
PED001255,CLI011,SKU001,2025-10-18,42,2025,2,37.0
PED001256,CLI011,SKU004,2025-10-18,42,2025,3,60.0
PED001257,CLI011,SKU005,2025-10-18,42,2025,3,52.5
PED001258,CLI011,SKU009,2025-10-18,42,2025,4,48.0
PED001259,CLI011,SKU007,2025-10-18,42,2025,1,17.0
PED001260,CLI011,SKU003,2025-10-18,42,2025,1,24.5
PED001261,CLI011,SKU001,2025-11-01,44,2025,4,74.0
PED001262,CLI011,SKU004,2025-11-01,44,2025,4,80.0
PED001263,CLI011,SKU005,2025-11-01,44,2025,2,35.0
PED001264,CLI011,SKU009,2025-11-01,44,2025,3,36.0
PED001265,CLI011,SKU006,2025-11-01,44,2025,1,21.0
PED001266,CLI011,SKU007,2025-11-01,44,2025,1,17.0
PED001267,CLI011,SKU001,2025-11-08,45,2025,5,92.5
PED001268,CLI011,SKU004,2025-11-08,45,2025,3,60.0
PED001269,CLI011,SKU005,2025-11-08,45,2025,3,52.5
PED001270,CLI011,SKU009,2025-11-08,45,2025,4,48.0
PED001271,CLI011,SKU007,2025-11-08,45,2025,1,17.0
PED001272,CLI011,SKU010,2025-11-08,45,2025,1,28.0
PED001273,CLI011,SKU001,2025-11-29,48,2025,2,37.0
PED001274,CLI011,SKU004,2025-11-29,48,2025,3,60.0
PED001275,CLI011,SKU005,2025-11-29,48,2025,3,52.5
PED001276,CLI011,SKU009,2025-11-29,48,2025,2,24.0
PED001277,CLI011,SKU003,2025-11-29,48,2025,1,24.5
PED001278,CLI011,SKU007,2025-11-29,48,2025,1,17.0
PED001279,CLI011,SKU001,2025-12-13,50,2025,2,37.0
PED001280,CLI011,SKU004,2025-12-13,50,2025,3,60.0
PED001281,CLI011,SKU005,2025-12-13,50,2025,3,52.5
PED001282,CLI011,SKU009,2025-12-13,50,2025,4,48.0
PED001283,CLI011,SKU008,2025-12-13,50,2025,1,17.0
PED001284,CLI011,SKU006,2025-12-13,50,2025,1,21.0
PED001285,CLI011,SKU001,2026-01-03,1,2026,3,55.5
PED001286,CLI011,SKU004,2026-01-03,1,2026,3,60.0
PED001287,CLI011,SKU005,2026-01-03,1,2026,2,35.0
PED001288,CLI011,SKU009,2026-01-03,1,2026,4,48.0
PED001289,CLI011,SKU008,2026-01-03,1,2026,1,17.0
PED001290,CLI011,SKU007,2026-01-03,1,2026,1,17.0
PED001291,CLI011,SKU001,2026-01-10,2,2026,4,74.0
PED001292,CLI011,SKU004,2026-01-10,2,2026,2,40.0
PED001293,CLI011,SKU005,2026-01-10,2,2026,3,52.5
PED001294,CLI011,SKU009,2026-01-10,2,2026,4,48.0
PED001295,CLI011,SKU003,2026-01-10,2,2026,1,24.5
PED001296,CLI011,SKU007,2026-01-10,2,2026,1,17.0
PED001297,CLI011,SKU001,2026-01-31,5,2026,4,74.0
PED001298,CLI011,SKU004,2026-01-31,5,2026,3,60.0
PED001299,CLI011,SKU005,2026-01-31,5,2026,4,70.0
PED001300,CLI011,SKU009,2026-01-31,5,2026,2,24.0
PED001301,CLI011,SKU006,2026-01-31,5,2026,1,21.0
PED001302,CLI011,SKU010,2026-01-31,5,2026,1,28.0
PED001303,CLI011,SKU001,2026-02-07,6,2026,4,74.0
PED001304,CLI011,SKU004,2026-02-07,6,2026,3,60.0
PED001305,CLI011,SKU005,2026-02-07,6,2026,4,70.0
PED001306,CLI011,SKU009,2026-02-07,6,2026,3,36.0
PED001307,CLI011,SKU007,2026-02-07,6,2026,1,17.0
PED001308,CLI011,SKU002,2026-02-07,6,2026,1,22.0
PED001309,CLI011,SKU001,2026-03-07,10,2026,2,37.0
PED001310,CLI011,SKU004,2026-03-07,10,2026,3,60.0
PED001311,CLI011,SKU005,2026-03-07,10,2026,3,52.5
PED001312,CLI011,SKU009,2026-03-07,10,2026,4,48.0
PED001313,CLI011,SKU006,2026-03-07,10,2026,1,21.0
PED001314,CLI011,SKU007,2026-03-07,10,2026,1,17.0
PED001315,CLI012,SKU001,2025-09-20,38,2025,2,37.0
PED001316,CLI012,SKU005,2025-09-20,38,2025,2,35.0
PED001317,CLI012,SKU009,2025-09-20,38,2025,2,24.0
PED001318,CLI012,SKU007,2025-09-20,38,2025,2,34.0
PED001319,CLI012,SKU002,2025-09-20,38,2025,1,22.0
PED001320,CLI012,SKU003,2025-09-20,38,2025,1,24.5
PED001321,CLI012,SKU001,2025-09-27,39,2025,2,37.0
PED001322,CLI012,SKU005,2025-09-27,39,2025,3,52.5
PED001323,CLI012,SKU009,2025-09-27,39,2025,3,36.0
PED001324,CLI012,SKU007,2025-09-27,39,2025,2,34.0
PED001325,CLI012,SKU004,2025-09-27,39,2025,1,20.0
PED001326,CLI012,SKU003,2025-09-27,39,2025,1,24.5
PED001327,CLI012,SKU001,2025-10-04,40,2025,1,18.5
PED001328,CLI012,SKU005,2025-10-04,40,2025,1,17.5
PED001329,CLI012,SKU009,2025-10-04,40,2025,2,24.0
PED001330,CLI012,SKU007,2025-10-04,40,2025,2,34.0
PED001331,CLI012,SKU006,2025-10-04,40,2025,1,21.0
PED001332,CLI012,SKU002,2025-10-04,40,2025,1,22.0
PED001333,CLI012,SKU001,2025-10-18,42,2025,2,37.0
PED001334,CLI012,SKU005,2025-10-18,42,2025,2,35.0
PED001335,CLI012,SKU009,2025-10-18,42,2025,2,24.0
PED001336,CLI012,SKU007,2025-10-18,42,2025,2,34.0
PED001337,CLI012,SKU002,2025-10-18,42,2025,1,22.0
PED001338,CLI012,SKU006,2025-10-18,42,2025,1,21.0
PED001339,CLI012,SKU001,2025-10-25,43,2025,3,55.5
PED001340,CLI012,SKU005,2025-10-25,43,2025,2,35.0
PED001341,CLI012,SKU009,2025-10-25,43,2025,2,24.0
PED001342,CLI012,SKU007,2025-10-25,43,2025,2,34.0
PED001343,CLI012,SKU004,2025-10-25,43,2025,1,20.0
PED001344,CLI012,SKU002,2025-10-25,43,2025,1,22.0
PED001345,CLI012,SKU001,2025-11-01,44,2025,3,55.5
PED001346,CLI012,SKU005,2025-11-01,44,2025,2,35.0
PED001347,CLI012,SKU009,2025-11-01,44,2025,2,24.0
PED001348,CLI012,SKU007,2025-11-01,44,2025,2,34.0
PED001349,CLI012,SKU002,2025-11-01,44,2025,1,22.0
PED001350,CLI012,SKU004,2025-11-01,44,2025,1,20.0
PED001351,CLI012,SKU001,2025-11-08,45,2025,2,37.0
PED001352,CLI012,SKU005,2025-11-08,45,2025,2,35.0
PED001353,CLI012,SKU009,2025-11-08,45,2025,2,24.0
PED001354,CLI012,SKU007,2025-11-08,45,2025,1,17.0
PED001355,CLI012,SKU006,2025-11-08,45,2025,1,21.0
PED001356,CLI012,SKU003,2025-11-08,45,2025,1,24.5
PED001357,CLI012,SKU001,2025-11-15,46,2025,2,37.0
PED001358,CLI012,SKU005,2025-11-15,46,2025,2,35.0
PED001359,CLI012,SKU009,2025-11-15,46,2025,3,36.0
PED001360,CLI012,SKU007,2025-11-15,46,2025,2,34.0
PED001361,CLI012,SKU006,2025-11-15,46,2025,1,21.0
PED001362,CLI012,SKU008,2025-11-15,46,2025,1,17.0
PED001363,CLI012,SKU001,2025-11-22,47,2025,2,37.0
PED001364,CLI012,SKU005,2025-11-22,47,2025,3,52.5
PED001365,CLI012,SKU009,2025-11-22,47,2025,2,24.0
PED001366,CLI012,SKU007,2025-11-22,47,2025,2,34.0
PED001367,CLI012,SKU003,2025-11-22,47,2025,1,24.5
PED001368,CLI012,SKU010,2025-11-22,47,2025,1,28.0
PED001369,CLI012,SKU001,2025-11-29,48,2025,2,37.0
PED001370,CLI012,SKU005,2025-11-29,48,2025,2,35.0
PED001371,CLI012,SKU009,2025-11-29,48,2025,3,36.0
PED001372,CLI012,SKU007,2025-11-29,48,2025,2,34.0
PED001373,CLI012,SKU008,2025-11-29,48,2025,1,17.0
PED001374,CLI012,SKU006,2025-11-29,48,2025,1,21.0
PED001375,CLI012,SKU001,2025-12-06,49,2025,2,37.0
PED001376,CLI012,SKU005,2025-12-06,49,2025,1,17.5
PED001377,CLI012,SKU009,2025-12-06,49,2025,3,36.0
PED001378,CLI012,SKU007,2025-12-06,49,2025,2,34.0
PED001379,CLI012,SKU003,2025-12-06,49,2025,1,24.5
PED001380,CLI012,SKU006,2025-12-06,49,2025,1,21.0
PED001381,CLI012,SKU001,2025-12-20,51,2025,2,37.0
PED001382,CLI012,SKU005,2025-12-20,51,2025,2,35.0
PED001383,CLI012,SKU009,2025-12-20,51,2025,2,24.0
PED001384,CLI012,SKU007,2025-12-20,51,2025,3,51.0
PED001385,CLI012,SKU006,2025-12-20,51,2025,1,21.0
PED001386,CLI012,SKU004,2025-12-20,51,2025,1,20.0
PED001387,CLI012,SKU001,2025-12-27,52,2025,2,37.0
PED001388,CLI012,SKU005,2025-12-27,52,2025,2,35.0
PED001389,CLI012,SKU009,2025-12-27,52,2025,2,24.0
PED001390,CLI012,SKU007,2025-12-27,52,2025,2,34.0
PED001391,CLI012,SKU010,2025-12-27,52,2025,1,28.0
PED001392,CLI012,SKU002,2025-12-27,52,2025,1,22.0
PED001393,CLI012,SKU001,2026-01-10,2,2026,2,37.0
PED001394,CLI012,SKU005,2026-01-10,2,2026,2,35.0
PED001395,CLI012,SKU009,2026-01-10,2,2026,3,36.0
PED001396,CLI012,SKU007,2026-01-10,2,2026,3,51.0
PED001397,CLI012,SKU004,2026-01-10,2,2026,1,20.0
PED001398,CLI012,SKU008,2026-01-10,2,2026,1,17.0
PED001399,CLI012,SKU001,2026-01-17,3,2026,2,37.0
PED001400,CLI012,SKU005,2026-01-17,3,2026,1,17.5
PED001401,CLI012,SKU009,2026-01-17,3,2026,2,24.0
PED001402,CLI012,SKU007,2026-01-17,3,2026,1,17.0
PED001403,CLI012,SKU006,2026-01-17,3,2026,1,21.0
PED001404,CLI012,SKU004,2026-01-17,3,2026,1,20.0
PED001405,CLI012,SKU001,2026-01-31,5,2026,1,18.5
PED001406,CLI012,SKU005,2026-01-31,5,2026,1,17.5
PED001407,CLI012,SKU009,2026-01-31,5,2026,2,24.0
PED001408,CLI012,SKU007,2026-01-31,5,2026,3,51.0
PED001409,CLI012,SKU006,2026-01-31,5,2026,1,21.0
PED001410,CLI012,SKU004,2026-01-31,5,2026,1,20.0
PED001411,CLI012,SKU001,2026-02-07,6,2026,1,18.5
PED001412,CLI012,SKU005,2026-02-07,6,2026,2,35.0
PED001413,CLI012,SKU009,2026-02-07,6,2026,3,36.0
PED001414,CLI012,SKU007,2026-02-07,6,2026,3,51.0
PED001415,CLI012,SKU004,2026-02-07,6,2026,1,20.0
PED001416,CLI012,SKU003,2026-02-07,6,2026,1,24.5
PED001417,CLI012,SKU001,2026-02-28,9,2026,2,37.0
PED001418,CLI012,SKU005,2026-02-28,9,2026,3,52.5
PED001419,CLI012,SKU009,2026-02-28,9,2026,2,24.0
PED001420,CLI012,SKU007,2026-02-28,9,2026,2,34.0
PED001421,CLI012,SKU006,2026-02-28,9,2026,1,21.0
PED001422,CLI012,SKU008,2026-02-28,9,2026,1,17.0
PED001423,CLI012,SKU001,2026-03-07,10,2026,2,37.0
PED001424,CLI012,SKU005,2026-03-07,10,2026,1,17.5
PED001425,CLI012,SKU009,2026-03-07,10,2026,2,24.0
PED001426,CLI012,SKU007,2026-03-07,10,2026,2,34.0
PED001427,CLI012,SKU004,2026-03-07,10,2026,1,20.0
PED001428,CLI012,SKU010,2026-03-07,10,2026,1,28.0
PED001429,CLI012,SKU001,2026-03-14,11,2026,3,55.5
PED001430,CLI012,SKU005,2026-03-14,11,2026,1,17.5
PED001431,CLI012,SKU009,2026-03-14,11,2026,2,24.0
PED001432,CLI012,SKU007,2026-03-14,11,2026,2,34.0
PED001433,CLI012,SKU010,2026-03-14,11,2026,1,28.0
PED001434,CLI012,SKU006,2026-03-14,11,2026,1,21.0
PED001435,CLI013,SKU001,2025-09-20,38,2025,9,166.5
PED001436,CLI013,SKU002,2025-09-20,38,2025,10,220.0
PED001437,CLI013,SKU003,2025-09-20,38,2025,8,196.0
PED001438,CLI013,SKU010,2025-09-20,38,2025,7,196.0
PED001439,CLI013,SKU008,2025-09-20,38,2025,2,34.0
PED001440,CLI013,SKU004,2025-09-20,38,2025,2,40.0
PED001441,CLI013,SKU001,2025-10-04,40,2025,8,148.0
PED001442,CLI013,SKU002,2025-10-04,40,2025,5,110.0
PED001443,CLI013,SKU003,2025-10-04,40,2025,10,245.0
PED001444,CLI013,SKU010,2025-10-04,40,2025,9,252.0
PED001445,CLI013,SKU006,2025-10-04,40,2025,2,42.0
PED001446,CLI013,SKU005,2025-10-04,40,2025,2,35.0
PED001447,CLI013,SKU001,2025-10-11,41,2025,8,148.0
PED001448,CLI013,SKU002,2025-10-11,41,2025,7,154.0
PED001449,CLI013,SKU003,2025-10-11,41,2025,8,196.0
PED001450,CLI013,SKU010,2025-10-11,41,2025,6,168.0
PED001451,CLI013,SKU006,2025-10-11,41,2025,2,42.0
PED001452,CLI013,SKU005,2025-10-11,41,2025,3,52.5
PED001453,CLI013,SKU001,2025-10-18,42,2025,5,92.5
PED001454,CLI013,SKU002,2025-10-18,42,2025,10,220.0
PED001455,CLI013,SKU003,2025-10-18,42,2025,7,171.5
PED001456,CLI013,SKU010,2025-10-18,42,2025,10,280.0
PED001457,CLI013,SKU008,2025-10-18,42,2025,2,34.0
PED001458,CLI013,SKU006,2025-10-18,42,2025,2,42.0
PED001459,CLI013,SKU001,2025-10-25,43,2025,9,166.5
PED001460,CLI013,SKU002,2025-10-25,43,2025,10,220.0
PED001461,CLI013,SKU003,2025-10-25,43,2025,7,171.5
PED001462,CLI013,SKU010,2025-10-25,43,2025,7,196.0
PED001463,CLI013,SKU009,2025-10-25,43,2025,2,24.0
PED001464,CLI013,SKU005,2025-10-25,43,2025,2,35.0
PED001465,CLI013,SKU001,2025-11-01,44,2025,9,166.5
PED001466,CLI013,SKU002,2025-11-01,44,2025,9,198.0
PED001467,CLI013,SKU003,2025-11-01,44,2025,8,196.0
PED001468,CLI013,SKU010,2025-11-01,44,2025,9,252.0
PED001469,CLI013,SKU009,2025-11-01,44,2025,1,12.0
PED001470,CLI013,SKU004,2025-11-01,44,2025,2,40.0
PED001471,CLI013,SKU001,2025-11-08,45,2025,5,92.5
PED001472,CLI013,SKU002,2025-11-08,45,2025,7,154.0
PED001473,CLI013,SKU003,2025-11-08,45,2025,7,171.5
PED001474,CLI013,SKU010,2025-11-08,45,2025,7,196.0
PED001475,CLI013,SKU007,2025-11-08,45,2025,2,34.0
PED001476,CLI013,SKU004,2025-11-08,45,2025,2,40.0
PED001477,CLI013,SKU001,2025-11-15,46,2025,8,148.0
PED001478,CLI013,SKU002,2025-11-15,46,2025,7,154.0
PED001479,CLI013,SKU003,2025-11-15,46,2025,7,171.5
PED001480,CLI013,SKU010,2025-11-15,46,2025,7,196.0
PED001481,CLI013,SKU009,2025-11-15,46,2025,1,12.0
PED001482,CLI013,SKU005,2025-11-15,46,2025,2,35.0
PED001483,CLI013,SKU001,2025-11-22,47,2025,9,166.5
